id,product_id,quantity
432,432,11
433,433,11
434,434,12
435,435,11
436,436,11
437,437,11
438,438,11
439,439,11
440,440,11
441,441,11
442,442,11
443,443,11
444,444,12
445,445,11
446,446,11
447,447,11
448,448,11
449,449,11
450,450,11
451,451,11
452,452,11
453,453,12
454,454,11
455,455,11
456,456,11
457,457,11
458,458,11
459,459,11
460,460,11
461,461,11
462,462,11
463,463,11
464,464,11
465,465,11
466,466,11
467,467,13
468,468,11
469,469,11
470,470,11
471,471,11
472,472,11
473,473,11
474,474,12
475,475,11
476,476,11
477,477,11
478,478,11
479,479,11
480,480,11
481,481,11
482,482,11
483,483,11
484,484,11
485,485,11
486,486,11
487,487,11
488,488,11
489,489,11
490,490,11
491,491,11
492,492,11
493,493,11
494,494,11
495,495,11
496,496,11
497,497,11
498,498,12
499,499,11
500,500,11
501,501,11
502,502,11
503,503,11
504,504,11
505,505,11
506,506,11
507,507,11
508,508,11
509,509,11
510,510,11
511,511,11
512,512,11
513,513,11
514,514,11
515,515,11
516,516,11
517,517,11
518,518,11
519,519,12
520,520,11
521,521,11
522,522,11
523,523,11
524,524,16
525,525,11
526,526,13
527,527,11
528,528,11
529,529,11
530,530,11
531,531,11
532,532,11
533,533,11
534,534,11
535,535,11
536,536,11
537,537,11
538,538,11
539,539,11
540,540,11
541,541,11
542,542,11
543,543,11
544,544,11
545,545,11
546,546,11
547,547,11
548,548,11
549,549,11
550,550,11
551,551,11
552,552,11
553,553,11
554,554,11
555,555,11
556,556,11
557,557,11
558,558,11
559,559,11
560,560,11
561,561,18
562,562,11
563,563,12
564,564,11
565,565,11
566,566,11
567,567,11
568,568,11
569,569,11
570,570,11
571,571,11
572,572,11
573,573,11
574,574,11
575,575,11
576,576,11
577,577,11
578,578,11
579,579,21
580,580,11
581,581,11
582,582,11
583,583,11
584,584,11
585,585,11
586,586,11
587,587,11
588,588,11
589,589,11
590,590,11
591,591,11
592,592,11
593,593,11
594,594,11
595,595,11
596,596,11
597,597,11
598,598,11
599,599,11
600,600,11
601,601,12
602,602,11
603,603,11
604,604,11
605,605,15
606,606,11
607,607,11
608,608,11
609,609,11
610,610,11
611,611,11
612,612,11
613,613,12
614,614,11
615,615,11
616,616,11
617,617,11
618,618,11
619,619,12
620,620,12
621,621,11
622,622,11
623,623,11
624,624,11
625,625,11
626,626,11
627,627,11
628,628,11
629,629,11
630,630,11
631,631,12
632,632,11
633,633,12
634,634,11
635,635,11
636,636,13
637,637,11
638,638,11
639,639,11
640,640,11
641,641,11
642,642,11
643,643,11
644,644,11
645,645,11
646,646,11
647,647,11
648,648,11
649,649,11
650,650,11
651,651,11
652,652,11
653,653,11
654,654,11
655,655,11
656,656,11
657,657,11
658,658,11
659,659,11
660,660,11
661,661,11
662,662,11
663,663,13
664,664,11
665,665,11
666,666,11
667,667,11
668,668,11
669,669,11
670,670,11
671,671,11
672,672,11
673,673,11
674,674,12
675,675,11
676,676,11
677,677,11
678,678,11
679,679,12
680,680,11
681,681,11
682,682,11
683,683,11
684,684,11
685,685,11
686,686,12
687,687,11
688,688,11
689,689,11
690,690,11
691,691,11
692,692,11
693,693,11
694,694,11
695,695,11
696,696,11
697,697,11
698,698,11
699,699,11
700,700,11
701,701,11
702,702,11
703,703,11
704,704,11
705,705,11
706,706,11
707,707,11
708,708,11
709,709,11
710,710,11
711,711,11
712,712,11
713,713,11
714,714,11
715,715,11
716,716,11
717,717,11
718,718,11
719,719,11
720,720,12
721,721,11
722,722,11
723,723,11
724,724,11
725,725,11
726,726,11
727,727,11
728,728,11
729,729,11
730,730,11
731,731,11
732,732,11
733,733,11
734,734,11
735,735,11
736,736,11
737,737,11
738,738,14
739,739,11
740,740,11
741,741,11
742,742,11
743,743,11
744,744,11
745,745,11
746,746,11
747,747,11
748,748,11
749,749,11
750,750,12
751,751,11
752,752,11
753,753,11
754,754,11
755,755,11
756,756,11
757,757,14
758,758,11
759,759,11
760,760,11
761,761,11
762,762,11
763,763,11
764,764,11
765,765,11
766,766,11
767,767,11
768,768,11
769,769,11
770,770,12
771,771,11
772,772,11
773,773,11
774,774,11
775,775,11
776,776,11
777,777,11
778,778,11
779,779,11
780,780,11
781,781,11
782,782,11
783,783,11
784,784,11
785,785,11
786,786,11
787,787,11
788,788,11
789,789,11
790,790,11
791,791,11
792,792,11
793,793,11
794,794,75
795,795,11
796,796,11
797,797,11
798,798,14
799,799,12
800,800,11
801,801,11
802,802,12
803,803,11
804,804,11
805,805,11
806,806,11
807,807,12
808,808,11
809,809,11
810,810,11
811,811,11
812,812,11
813,813,11
814,814,19
815,815,11
816,816,11
817,817,11
818,818,11
819,819,11
820,820,11
821,821,11
822,822,11
823,823,12
824,824,11
825,825,11
826,826,11
827,827,11
828,828,11
829,829,11
830,830,11
831,831,11
832,832,11
833,833,11
834,834,11
835,835,11
836,836,11
837,837,11
838,838,11
839,839,11
840,840,11
841,841,11
842,842,11
843,843,11
844,844,11
845,845,11
846,846,11
847,847,12
848,848,11
849,849,11
850,850,11
851,851,11
852,852,11
853,853,11
854,854,11
855,855,14
856,856,11
857,857,11
858,858,11
859,859,11
860,860,11
861,861,11
862,862,11
863,863,11
864,864,11
865,865,11
866,866,11
867,867,11
868,868,11
869,869,11
870,870,11
871,871,11
872,872,11
873,873,11
874,874,11
875,875,12
876,876,11
877,877,11
878,878,11
879,879,11
880,880,11
881,881,11
882,882,11
883,883,11
884,884,11
885,885,11
886,886,11
887,887,11
888,888,11
889,889,11
890,890,11
891,891,16
892,892,11
893,893,11
894,894,11
895,895,12
896,896,11
897,897,11
898,898,11
899,899,11
900,900,11
901,901,11
902,902,11
903,903,11
904,904,11
905,905,11
906,906,11
907,907,11
908,908,11
909,909,11
910,910,11
911,911,11
912,912,11
913,913,11
914,914,11
915,915,11
916,916,11
917,917,11
918,918,12
919,919,11
920,920,11
921,921,11
922,922,13
923,923,11
924,924,11
925,925,11
926,926,11
927,927,11
928,928,11
929,929,11
930,930,11
931,931,11
932,932,11
933,933,11
934,934,11
935,935,11
936,936,11
937,937,11
938,938,11
939,939,11
940,940,11
941,941,11
942,942,12
943,943,11
944,944,11
945,945,13
946,946,11
947,947,11
948,948,11
949,949,11
950,950,11
951,951,11
952,952,12
953,953,11
954,954,11
955,955,11
956,956,11
957,957,11
958,958,11
959,959,11
960,960,11
961,961,11
962,962,11
963,963,11
964,964,12
965,965,11
966,966,11
967,967,13
968,968,11
969,969,11
970,970,11
971,971,11
972,972,11
973,973,12
974,974,11
975,975,11
976,976,11
977,977,11
978,978,11
979,979,11
980,980,11
981,981,11
982,982,11
983,983,11
984,984,11
985,985,11
986,986,11
987,987,11
988,988,11
989,989,11
990,990,11
991,991,11
992,992,11
993,993,11
994,994,11
995,995,11
996,996,11
997,997,11
998,998,11
999,999,11
1000,1000,12
1001,1001,12
1002,1002,11
1003,1003,11
1004,1004,11
1005,1005,11
1006,1006,11
1007,1007,11
1008,1008,11
1009,1009,11
1010,1010,21
1011,1011,11
1012,1012,11
1013,1013,11
1014,1014,11
1015,1015,11
1016,1016,11
1017,1017,12
1018,1018,11
1019,1019,11
1020,1020,11
1021,1021,11
1022,1022,11
1023,1023,12
1024,1024,11
1025,1025,11
1026,1026,11
1027,1027,11
1028,1028,12
1029,1029,11
1030,1030,11
1031,1031,11
1032,1032,11
1033,1033,11
1034,1034,11
1035,1035,11
1036,1036,11
1037,1037,11
1038,1038,11
1039,1039,11
1040,1040,11
1041,1041,11
1042,1042,11
1043,1043,11
1044,1044,11
1045,1045,11
1046,1046,11
1047,1047,11
1048,1048,11
1049,1049,12
1050,1050,12
1051,1051,11
1052,1052,11
1053,1053,11
1054,1054,15
1055,1055,11
1056,1056,12
1057,1057,11
1058,1058,11
1059,1059,11
1060,1060,11
1061,1061,11
1062,1062,11
1063,1063,11
1064,1064,11
1065,1065,11
1066,1066,11
1067,1067,11
1068,1068,11
1069,1069,11
1070,1070,11
1071,1071,11
1072,1072,11
1073,1073,11
1074,1074,11
1075,1075,11
1076,1076,11
1077,1077,11
1078,1078,11
1079,1079,23
1080,1080,11
1081,1081,11
1082,1082,11
1083,1083,11
1084,1084,11
1085,1085,11
1086,1086,11
1087,1087,11
1088,1088,12
1089,1089,11
1090,1090,11
1091,1091,11
1092,1092,11
1093,1093,13
1094,1094,15
1095,1095,11
1096,1096,11
1097,1097,11
1098,1098,11
1099,1099,12
1100,1100,11
1101,1101,11
1102,1102,11
1103,1103,11
1104,1104,11
1105,1105,13
1106,1106,11
1107,1107,11
1108,1108,13
1109,1109,11
1110,1110,11
1111,1111,11
1112,1112,11
1113,1113,11
1114,1114,11
1115,1115,12
1116,1116,11
1117,1117,11
1118,1118,11
1119,1119,11
1120,1120,11
1121,1121,12
1122,1122,11
1123,1123,11
1124,1124,11
1125,1125,11
1126,1126,11
1127,1127,13
1128,1128,11
1129,1129,11
1130,1130,19
1131,1131,11
1132,1132,11
1133,1133,11
1134,1134,11
1135,1135,11
1136,1136,11
1137,1137,11
1138,1138,11
1139,1139,11
1140,1140,11
1141,1141,11
1142,1142,11
1143,1143,11
1144,1144,11
1145,1145,11
1146,1146,11
1147,1147,14
1148,1148,11
1149,1149,11
1150,1150,11
1151,1151,11
1152,1152,11
1153,1153,11
1154,1154,11
1155,1155,11
1156,1156,11
1157,1157,11
1158,1158,12
1159,1159,12
1160,1160,11
1161,1161,11
1162,1162,11
1163,1163,11
1164,1164,11
1165,1165,11
1166,1166,11
1167,1167,11
1168,1168,11
1169,1169,11
1170,1170,13
1171,1171,11
1172,1172,11
1173,1173,11
1174,1174,11
1175,1175,11
1176,1176,13
1177,1177,11
1178,1178,11
1179,1179,11
1180,1180,11
1181,1181,11
1182,1182,11
1183,1183,11
1184,1184,11
1185,1185,11
1186,1186,11
1187,1187,14
1188,1188,11
1189,1189,11
1190,1190,11
1191,1191,12
1192,1192,11
1193,1193,11
1194,1194,11
1195,1195,12
1196,1196,11
1197,1197,11
1198,1198,11
1199,1199,11
1200,1200,11
1201,1201,11
1202,1202,11
1203,1203,11
1204,1204,12
1205,1205,11
1206,1206,11
1207,1207,11
1208,1208,11
1209,1209,11
1210,1210,11
1211,1211,11
1212,1212,11
1213,1213,11
1214,1214,11
1215,1215,12
1216,1216,11
1217,1217,11
1218,1218,11
1219,1219,11
1220,1220,11
1221,1221,11
1222,1222,14
1223,1223,11
1224,1224,11
1225,1225,11
1226,1226,11
1227,1227,11
1228,1228,11
1229,1229,11
1230,1230,11
1231,1231,12
1232,1232,11
1233,1233,11
1234,1234,11
1235,1235,11
1236,1236,11
1237,1237,14
1238,1238,11
1239,1239,14
1240,1240,11
1241,1241,11
1242,1242,12
1243,1243,11
1244,1244,11
1245,1245,11
1246,1246,11
1247,1247,13
1248,1248,11
1249,1249,11
1250,1250,11
1251,1251,11
1252,1252,11
1253,1253,11
1254,1254,11
1255,1255,11
1256,1256,11
1257,1257,11
1258,1258,11
1259,1259,11
1260,1260,11
1261,1261,11
1262,1262,11
1263,1263,11
1264,1264,11
1265,1265,11
1266,1266,11
1267,1267,11
1268,1268,11
1269,1269,13
1270,1270,11
1271,1271,11
1272,1272,11
1273,1273,11
1274,1274,11
1275,1275,11
1276,1276,11
1277,1277,20
1278,1278,11
1279,1279,11
1280,1280,11
1281,1281,11
1282,1282,11
1283,1283,11
1284,1284,11
1285,1285,11
1286,1286,11
1287,1287,11
1288,1288,11
1289,1289,11
1290,1290,11
1291,1291,11
1292,1292,12
1293,1293,11
1294,1294,17
1295,1295,13
1296,1296,11
1297,1297,11
1298,1298,11
1299,1299,11
1300,1300,11
1301,1301,11
1302,1302,11
1303,1303,11
1304,1304,11
1305,1305,11
1306,1306,11
1307,1307,11
1308,1308,13
1309,1309,11
1310,1310,11
1311,1311,11
1312,1312,11
1313,1313,11
1314,1314,11
1315,1315,11
1316,1316,11
1317,1317,11
1318,1318,11
1319,1319,11
1320,1320,11
1321,1321,11
1322,1322,11
1323,1323,11
1324,1324,14
1325,1325,11
1326,1326,11
1327,1327,11
1328,1328,11
1329,1329,11
1330,1330,11
1331,1331,11
1332,1332,11
1333,1333,11
1334,1334,11
1335,1335,12
1336,1336,11
1337,1337,11
1338,1338,11
1339,1339,11
1340,1340,11
1341,1341,12
1342,1342,11
1343,1343,11
1344,1344,11
1345,1345,13
1346,1346,11
1347,1347,11
1348,1348,11
1349,1349,11
1350,1350,11
1351,1351,11
1352,1352,11
1353,1353,11
1354,1354,11
1355,1355,11
1356,1356,11
1357,1357,11
1358,1358,11
1359,1359,11
1360,1360,11
1361,1361,11
1362,1362,12
1363,1363,11
1364,1364,11
1365,1365,11
1366,1366,12
1367,1367,11
1368,1368,15
1369,1369,11
1370,1370,11
1371,1371,11
1372,1372,11
1373,1373,11
1374,1374,13
1375,1375,11
1376,1376,11
1377,1377,11
1378,1378,11
1379,1379,11
1380,1380,11
1381,1381,11
1382,1382,11
1383,1383,11
1384,1384,11
1385,1385,11
1386,1386,11
1387,1387,11
1388,1388,11
1389,1389,11
1390,1390,13
1391,1391,11
1392,1392,11
1393,1393,11
1394,1394,11
1395,1395,11
1396,1396,12
1397,1397,11
1398,1398,11
1399,1399,11
1400,1400,11
1401,1401,11
1402,1402,11
1403,1403,11
1404,1404,11
1405,1405,11
1406,1406,11
1407,1407,12
1408,1408,11
1409,1409,11
1410,1410,11
1411,1411,11
1412,1412,11
1413,1413,11
1414,1414,11
1415,1415,12
1416,1416,11
1417,1417,11
1418,1418,11
1419,1419,11
1420,1420,11
1421,1421,11
1422,1422,11
1423,1423,11
1424,1424,11
1425,1425,11
1426,1426,11
1427,1427,11
1428,1428,12
1429,1429,11
1430,1430,11
1431,1431,11
1432,1432,11
1433,1433,11
1434,1434,11
1435,1435,11
1436,1436,11
1437,1437,12
1438,1438,11
1439,1439,13
1440,1440,11
1441,1441,11
1442,1442,11
1443,1443,11
1444,1444,11
1445,1445,11
1446,1446,11
1447,1447,11
1448,1448,11
1449,1449,11
1450,1450,11
1451,1451,11
1452,1452,11
1453,1453,11
1454,1454,11
1455,1455,12
1456,1456,22
1457,1457,11
1458,1458,11
1459,1459,11
1460,1460,15
1461,1461,11
1462,1462,11
1463,1463,17
1464,1464,11
1465,1465,12
1466,1466,11
1467,1467,11
1468,1468,12
1469,1469,11
1470,1470,11
1471,1471,11
1472,1472,11
1473,1473,11
1474,1474,11
1475,1475,11
1476,1476,11
1477,1477,11
1478,1478,11
1479,1479,11
1480,1480,11
1481,1481,11
1482,1482,11
1483,1483,11
1484,1484,11
1485,1485,11
1486,1486,11
1487,1487,11
1488,1488,11
1489,1489,12
1490,1490,11
1491,1491,11
1492,1492,11
1493,1493,19
1494,1494,11
1495,1495,12
1496,1496,11
1497,1497,11
1498,1498,11
1499,1499,12
1500,1500,11
1501,1501,11
1502,1502,11
1503,1503,11
1504,1504,11
1505,1505,11
1506,1506,11
1507,1507,11
1508,1508,11
1509,1509,11
1510,1510,11
1511,1511,11
1512,1512,13
1513,1513,11
1514,1514,11
1515,1515,11
1516,1516,11
1517,1517,11
1518,1518,11
1519,1519,11
1520,1520,11
1521,1521,11
1522,1522,11
1523,1523,11
1524,1524,11
1525,1525,11
1526,1526,11
1527,1527,11
1528,1528,11
1529,1529,11
1530,1530,11
1531,1531,11
1532,1532,11
1533,1533,11
1534,1534,11
1535,1535,11
1536,1536,11
1537,1537,11
1538,1538,12
1539,1539,12
1540,1540,12
1541,1541,11
1542,1542,11
1543,1543,11
1544,1544,11
1545,1545,11
1546,1546,16
1547,1547,11
1548,1548,11
1549,1549,11
1550,1550,11
1551,1551,11
1552,1552,11
1553,1553,11
1554,1554,11
1555,1555,11
1556,1556,34
1557,1557,11
1558,1558,11
1559,1559,11
1560,1560,11
1561,1561,11
1562,1562,11
1563,1563,11
1564,1564,13
1565,1565,11
1566,1566,11
1567,1567,11
1568,1568,11
1569,1569,11
1570,1570,11
1571,1571,11
1572,1572,12
1573,1573,11
1574,1574,11
1575,1575,11
1576,1576,13
1577,1577,11
1578,1578,11
1579,1579,11
1580,1580,11
1581,1581,11
1582,1582,12
1583,1583,11
1584,1584,11
1585,1585,11
1586,1586,11
1587,1587,11
1588,1588,11
1589,1589,11
1590,1590,11
1591,1591,11
1592,1592,11
1593,1593,11
1594,1594,11
1595,1595,11
1596,1596,11
1597,1597,11
1598,1598,11
1599,1599,11
1600,1600,11
1601,1601,11
1602,1602,11
1603,1603,16
1604,1604,11
1605,1605,11
1606,1606,11
1607,1607,11
1608,1608,13
1609,1609,11
1610,1610,12
1611,1611,11
1612,1612,11
1613,1613,11
1614,1614,11
1615,1615,11
1616,1616,11
1617,1617,11
1618,1618,11
1619,1619,11
1620,1620,11
1621,1621,11
1622,1622,11
1623,1623,11
1624,1624,11
1625,1625,11
1626,1626,11
1627,1627,11
1628,1628,11
1629,1629,11
1630,1630,11
1631,1631,11
1632,1632,11
1633,1633,11
1634,1634,11
1635,1635,11
1636,1636,11
1637,1637,11
1638,1638,11
1639,1639,11
1640,1640,11
1641,1641,11
1642,1642,11
1643,1643,11
1644,1644,11
1645,1645,11
1646,1646,12
1647,1647,11
1648,1648,12
1649,1649,12
1650,1650,11
1651,1651,11
1652,1652,11
1653,1653,11
1654,1654,11
1655,1655,11
1656,1656,11
1657,1657,11
1658,1658,11
1659,1659,12
1660,1660,11
1661,1661,11
1662,1662,11
1663,1663,12
1664,1664,11
1665,1665,11
1666,1666,11
1667,1667,14
1668,1668,11
1669,1669,11
1670,1670,11
1671,1671,11
1672,1672,11
1673,1673,11
1674,1674,11
1675,1675,11
1676,1676,11
1677,1677,13
1678,1678,11
1679,1679,11
1680,1680,14
1681,1681,11
1682,1682,11
1683,1683,11
1684,1684,11
1685,1685,13
1686,1686,11
1687,1687,13
1688,1688,11
1689,1689,11
1690,1690,11
1691,1691,11
1692,1692,11
1693,1693,11
1694,1694,11
1695,1695,11
1696,1696,11
1697,1697,11
1698,1698,11
1699,1699,11
1700,1700,11
1701,1701,14
1702,1702,12
1703,1703,11
1704,1704,11
1705,1705,11
1706,1706,11
1707,1707,11
1708,1708,11
1709,1709,11
1710,1710,11
1711,1711,11
1712,1712,11
1713,1713,11
1714,1714,11
1715,1715,11
1716,1716,11
1717,1717,11
1718,1718,11
1719,1719,11
1720,1720,11
1721,1721,11
1722,1722,11
1723,1723,11
1724,1724,11
1725,1725,11
1726,1726,11
1727,1727,11
1728,1728,11
1729,1729,11
1730,1730,11
1731,1731,11
1732,1732,11
1733,1733,11
1734,1734,11
1735,1735,11
1736,1736,11
1737,1737,11
1738,1738,11
1739,1739,11
1740,1740,11
1741,1741,11
1742,1742,11
1743,1743,11
1744,1744,11
1745,1745,11
1746,1746,11
1747,1747,11
1748,1748,11
1749,1749,11
1750,1750,67
1751,1751,11
1752,1752,11
1753,1753,11
1754,1754,11
1755,1755,11
1756,1756,11
1757,1757,11
1758,1758,11
1759,1759,11
1760,1760,11
1761,1761,11
1762,1762,12
1763,1763,11
1764,1764,11
1765,1765,11
1766,1766,11
1767,1767,11
1768,1768,11
1769,1769,11
1770,1770,11
1771,1771,11
1772,1772,11
1773,1773,11
1774,1774,11
1775,1775,11
1776,1776,11
1777,1777,11
1778,1778,11
1779,1779,14
1780,1780,11
1781,1781,11
1782,1782,11
1783,1783,11
1784,1784,11
1785,1785,11
1786,1786,11
1787,1787,11
1788,1788,11
1789,1789,11
1790,1790,17
1791,1791,12
1792,1792,11
1793,1793,11
1794,1794,11
1795,1795,11
1796,1796,11
1797,1797,11
1798,1798,11
1799,1799,11
1800,1800,11
1801,1801,11
1802,1802,11
1803,1803,11
1804,1804,11
1805,1805,11
1806,1806,11
1807,1807,11
1808,1808,11
1809,1809,11
1810,1810,11
1811,1811,12
1812,1812,11
1813,1813,11
1814,1814,11
1815,1815,11
1816,1816,11
1817,1817,11
1818,1818,11
1819,1819,11
1820,1820,11
1821,1821,11
1822,1822,11
1823,1823,11
1824,1824,11
1825,1825,11
1826,1826,13
1827,1827,11
1828,1828,11
1829,1829,12
1830,1830,11
1831,1831,11
1832,1832,12
1833,1833,12
1834,1834,11
1835,1835,11
1836,1836,11
1837,1837,11
1838,1838,11
1839,1839,11
1840,1840,11
1841,1841,11
1842,1842,12
1843,1843,11
1844,1844,11
1845,1845,11
1846,1846,11
1847,1847,11
1848,1848,11
1849,1849,11
1850,1850,11
1851,1851,11
1852,1852,11
1853,1853,12
1854,1854,11
1855,1855,11
1856,1856,11
1857,1857,11
1858,1858,11
1859,1859,11
1860,1860,11
1861,1861,11
1862,1862,11
1863,1863,11
1864,1864,12
1865,1865,11
1866,1866,11
1867,1867,11
1868,1868,11
1869,1869,11
1870,1870,11
1871,1871,11
1872,1872,11
1873,1873,11
1874,1874,11
1875,1875,11
1876,1876,11
1877,1877,11
1878,1878,12
1879,1879,11
1880,1880,11
1881,1881,12
1882,1882,11
1883,1883,11
1884,1884,11
1885,1885,11
1886,1886,11
1887,1887,12
1888,1888,11
1889,1889,11
1890,1890,11
1891,1891,11
1892,1892,13
1893,1893,11
1894,1894,12
1895,1895,12
1896,1896,11
1897,1897,11
1898,1898,11
1899,1899,11
1900,1900,11
1901,1901,11
1902,1902,11
1903,1903,11
1904,1904,11
1905,1905,11
1906,1906,11
1907,1907,11
1908,1908,11
1909,1909,11
1910,1910,11
1911,1911,14
1912,1912,11
1913,1913,12
1914,1914,11
1915,1915,11
1916,1916,11
1917,1917,11
1918,1918,11
1919,1919,42
1920,1920,11
1921,1921,11
1922,1922,11
1923,1923,11
1924,1924,11
1925,1925,11
1926,1926,11
1927,1927,11
1928,1928,11
1929,1929,11
1930,1930,11
1931,1931,11
1932,1932,12
1933,1933,11
1934,1934,11
1935,1935,11
1936,1936,11
1937,1937,11
1938,1938,11
1939,1939,11
1940,1940,11
1941,1941,13
1942,1942,11
1943,1943,11
1944,1944,11
1945,1945,11
1946,1946,11
1947,1947,11
1948,1948,11
1949,1949,11
1950,1950,11
1951,1951,11
1952,1952,11
1953,1953,11
1954,1954,11
1955,1955,11
1956,1956,11
1957,1957,11
1958,1958,11
1959,1959,11
1960,1960,11
1961,1961,11
1962,1962,11
1963,1963,11
1964,1964,11
1965,1965,11
1966,1966,11
1967,1967,11
1968,1968,11
1969,1969,17
1970,1970,11
1971,1971,11
1972,1972,11
1973,1973,11
1974,1974,11
1975,1975,11
1976,1976,11
1977,1977,11
1978,1978,11
1979,1979,11
1980,1980,11
1981,1981,11
1982,1982,11
1983,1983,11
1984,1984,11
1985,1985,11
1986,1986,11
1987,1987,12
1988,1988,11
1989,1989,11
1990,1990,11
1991,1991,11
1992,1992,11
1993,1993,11
1994,1994,11
1995,1995,12
1996,1996,13
1997,1997,11
