id,customer_id,status,total_amount
268,95020,DELIVERED,210.64
269,158,DELIVERED,124.76
270,56192,DELIVERED,69.73
271,85493,DELIVERED,31.22
272,24570,DELIVERED,22.18
273,6637,DELIVERED,76.85
274,56725,DELIVERED,32.69
275,34031,DELIVERED,100.57
276,95651,DELIVERED,88.31
277,93094,DELIVERED,55.56
278,59523,DELIVERED,363.96
279,90559,DELIVERED,84.91
280,47675,DELIVERED,207.02
281,54597,DELIVERED,419.12
282,20894,DELIVERED,42.27
283,94605,DELIVERED,94.74
284,83293,DELIVERED,79.63
285,70451,DELIVERED,194.06
286,33079,DELIVERED,39.75
287,686,DELIVERED,50.86
288,16773,DELIVERED,108.2
289,55819,DELIVERED,102.74
290,50622,DELIVERED,72.05
291,37171,DELIVERED,24.38
292,92826,DELIVERED,56.78
293,8917,DELIVERED,131.33
294,98389,DELIVERED,238.41
295,16429,DELIVERED,148.69
296,4816,DELIVERED,116.34
297,50008,DELIVERED,204.06
298,78268,DELIVERED,96.8
299,5990,DELIVERED,130.69
300,85188,SHIPPED,865.01
301,10935,DELIVERED,322.17
302,55467,DELIVERED,275.19
303,69836,DELIVERED,78.22
304,84851,DELIVERED,40.86
305,12867,DELIVERED,206.87
306,40413,SHIPPED,262.37
307,7287,DELIVERED,998.5
308,78077,DELIVERED,257.42
309,71734,DELIVERED,61.75
310,18619,DELIVERED,77.03
311,27743,DELIVERED,96.88
312,23312,DELIVERED,162.25
313,15701,DELIVERED,57.46
314,49545,DELIVERED,73.34
315,95973,DELIVERED,39.75
316,20840,DELIVERED,159.07
317,70049,DELIVERED,159.04
318,39580,DELIVERED,34.0
319,24831,DELIVERED,49.24
320,17796,DELIVERED,63.86
321,56600,DELIVERED,177.36
322,43937,DELIVERED,143.94
323,8713,DELIVERED,174.42
324,45920,DELIVERED,180.45
325,18882,PENDING,299.84
326,52146,DELIVERED,165.57
327,28425,DELIVERED,101.34
328,28667,DELIVERED,69.32
329,55574,DELIVERED,139.56
330,43717,DELIVERED,54.36
331,50923,DELIVERED,436.7
332,10023,DELIVERED,192.95
333,59330,DELIVERED,1255.43
334,17731,SHIPPED,59.18
335,15454,DELIVERED,72.64
336,24063,DELIVERED,51.79
337,11563,DELIVERED,90.88
338,58944,DELIVERED,307.64
339,69526,DELIVERED,85.24
340,50940,DELIVERED,41.69
341,65092,DELIVERED,96.02
342,38879,DELIVERED,26.29
343,56862,DELIVERED,1119.6
344,49313,DELIVERED,83.1
345,64087,DELIVERED,44.0
346,28077,DELIVERED,44.41
347,88432,DELIVERED,2031.09
348,43101,DELIVERED,222.68
349,43759,DELIVERED,87.58
350,7419,DELIVERED,264.22
351,75735,DELIVERED,368.11
352,2748,DELIVERED,96.47
353,97347,DELIVERED,221.28
354,81185,DELIVERED,172.42
355,23777,DELIVERED,283.54
356,84075,DELIVERED,44.37
357,22231,DELIVERED,161.01
358,94627,DELIVERED,139.17
359,8415,DELIVERED,117.74
360,64592,DELIVERED,125.33
361,64490,DELIVERED,201.42
362,50747,DELIVERED,30.79
363,52198,DELIVERED,190.48
364,37438,DELIVERED,33.77
365,57842,DELIVERED,55.62
366,34446,DELIVERED,44.87
367,85926,DELIVERED,383.98
368,31006,DELIVERED,83.22
369,36642,DELIVERED,97.87
370,16420,DELIVERED,109.26
371,28505,DELIVERED,104.37
372,33471,DELIVERED,205.57
373,33464,DELIVERED,137.38
374,63734,DELIVERED,104.08
375,81752,SHIPPED,320.18
376,92532,DELIVERED,222.7
377,8198,DELIVERED,94.3
378,14930,DELIVERED,79.2
379,7036,DELIVERED,95.58
380,60381,DELIVERED,128.55
381,97913,DELIVERED,148.76
382,70636,DELIVERED,138.48
383,33262,DELIVERED,41.1
384,39320,DELIVERED,72.68
385,57638,DELIVERED,32.13
386,12890,DELIVERED,150.21
387,92067,DELIVERED,112.77
388,81026,DELIVERED,180.32
389,98622,DELIVERED,171.84
390,42752,DELIVERED,43.78
391,68289,DELIVERED,87.58
392,68413,DELIVERED,100.91
393,66198,DELIVERED,205.26
394,27539,DELIVERED,82.59
395,36891,DELIVERED,52.92
396,43054,DELIVERED,188.94
397,85201,DELIVERED,77.66
398,65229,CANCELLED,33.34
399,11024,DELIVERED,195.92
400,57063,DELIVERED,100.34
401,44293,DELIVERED,73.34
402,76031,DELIVERED,499.4
403,30655,DELIVERED,301.3
404,52182,DELIVERED,145.5
405,89371,DELIVERED,55.04
406,56421,DELIVERED,107.87
407,16117,DELIVERED,306.16
408,80766,DELIVERED,2751.24
409,90977,DELIVERED,91.23
410,86385,DELIVERED,102.03
411,64942,DELIVERED,154.7
412,3063,DELIVERED,355.77
413,53274,DELIVERED,138.03
414,57596,DELIVERED,212.88
415,76788,DELIVERED,65.71
416,48631,DELIVERED,32.7
417,74304,DELIVERED,99.9
418,74047,DELIVERED,87.21
419,92595,DELIVERED,109.31
420,95275,DELIVERED,133.35
421,99139,DELIVERED,49.41
422,86647,DELIVERED,179.22
423,6560,DELIVERED,141.97
424,16354,DELIVERED,71.14
425,44185,DELIVERED,85.52
426,47575,DELIVERED,272.8
427,73696,DELIVERED,67.6
428,52551,DELIVERED,134.66
429,70015,DELIVERED,63.08
430,38078,DELIVERED,149.85
431,86223,SHIPPED,47.68
432,2616,DELIVERED,46.13
433,21121,DELIVERED,326.36
434,83241,DELIVERED,200.23
435,54408,DELIVERED,86.67
436,69961,DELIVERED,374.15
437,82377,DELIVERED,378.83
438,60449,DELIVERED,134.71
439,60308,DELIVERED,27.98
440,19576,DELIVERED,63.98
441,80400,DELIVERED,44.1
442,28400,DELIVERED,112.86
443,18326,DELIVERED,64.79
444,10768,DELIVERED,120.68
445,93091,SHIPPED,92.85
446,55809,DELIVERED,73.25
447,90852,DELIVERED,86.25
448,46448,DELIVERED,189.34
449,56937,DELIVERED,35.45
450,63616,DELIVERED,208.7
451,92261,DELIVERED,66.78
452,8076,DELIVERED,70.06
453,16957,DELIVERED,76.76
454,86395,DELIVERED,695.99
455,52180,DELIVERED,155.14
456,2088,CONFIRMED,44.09
457,52513,DELIVERED,1727.67
458,45065,DELIVERED,69.45
459,92204,DELIVERED,299.75
460,90098,DELIVERED,41.86
461,68702,DELIVERED,143.9
462,36296,DELIVERED,31.75
463,80786,DELIVERED,95.24
464,73880,DELIVERED,171.32
465,66141,DELIVERED,218.02
466,66479,DELIVERED,44.42
467,9786,DELIVERED,413.53
468,35605,DELIVERED,106.97
469,56145,DELIVERED,45.78
470,21232,DELIVERED,429.64
471,74719,DELIVERED,117.96
472,93147,DELIVERED,58.95
473,49595,DELIVERED,44.09
474,24053,DELIVERED,76.34
475,45018,DELIVERED,117.97
476,41517,DELIVERED,921.04
477,44631,DELIVERED,48.99
478,25286,DELIVERED,35.36
479,99414,DELIVERED,164.06
480,97574,DELIVERED,224.84
481,97542,DELIVERED,95.4
482,50429,DELIVERED,144.14
483,56790,DELIVERED,42.42
484,84269,DELIVERED,209.2
485,37984,DELIVERED,140.61
486,18669,DELIVERED,311.81
487,13119,DELIVERED,110.98
488,19779,DELIVERED,20.04
489,92844,DELIVERED,916.02
490,1789,DELIVERED,43.95
491,72684,DELIVERED,89.02
492,47150,DELIVERED,596.27
493,40859,DELIVERED,215.15
494,27201,DELIVERED,75.08
495,21459,DELIVERED,31.75
496,56010,DELIVERED,48.71
497,20863,DELIVERED,76.17
498,5912,DELIVERED,193.82
499,95795,DELIVERED,205.07
500,44368,DELIVERED,105.28
501,22712,DELIVERED,228.43
502,33390,DELIVERED,36.52
503,13879,DELIVERED,197.87
504,11286,DELIVERED,196.95
505,46543,DELIVERED,213.56
506,35090,DELIVERED,300.76
507,61845,DELIVERED,36.35
508,28444,DELIVERED,502.12
509,92205,DELIVERED,339.09
510,37691,DELIVERED,36.69
511,2542,DELIVERED,192.14
512,36489,DELIVERED,198.16
513,77503,DELIVERED,20.29
514,55247,DELIVERED,1480.73
515,91241,DELIVERED,210.56
516,32104,DELIVERED,345.46
517,28612,DELIVERED,32.94
518,20356,DELIVERED,42.09
519,59307,DELIVERED,324.32
520,79386,DELIVERED,42.69
521,64235,DELIVERED,63.12
522,51698,DELIVERED,34.86
523,23983,DELIVERED,135.41
524,86536,DELIVERED,140.67
525,55691,DELIVERED,132.09
526,63420,DELIVERED,77.38
527,88834,DELIVERED,400.65
528,47729,DELIVERED,57.59
529,77396,DELIVERED,101.78
530,61614,DELIVERED,131.05
531,8296,DELIVERED,783.12
532,27052,DELIVERED,51.2
533,17065,DELIVERED,139.59
534,50475,DELIVERED,47.1
535,72529,DELIVERED,31.99
536,94172,DELIVERED,92.57
537,94150,DELIVERED,81.21
538,55785,DELIVERED,148.68
539,9536,DELIVERED,88.37
540,19833,DELIVERED,93.12
541,35948,SHIPPED,76.18
542,69024,DELIVERED,135.52
543,77484,DELIVERED,71.27
544,4589,DELIVERED,62.08
545,11614,DELIVERED,297.2
546,954,DELIVERED,307.0
547,44845,DELIVERED,145.58
548,54824,DELIVERED,137.74
549,44274,DELIVERED,335.48
550,28423,DELIVERED,132.57
551,10993,DELIVERED,53.82
552,34572,DELIVERED,163.32
553,6891,DELIVERED,96.17
554,16064,DELIVERED,56.78
555,62705,DELIVERED,154.73
556,73208,DELIVERED,44.09
557,72496,DELIVERED,183.89
558,80395,DELIVERED,96.62
559,28362,DELIVERED,147.64
560,87940,DELIVERED,130.27
561,19472,DELIVERED,147.28
562,11576,DELIVERED,46.16
563,17590,DELIVERED,22.38
564,25048,DELIVERED,107.78
565,19399,DELIVERED,696.15
566,39023,DELIVERED,236.41
567,73928,DELIVERED,119.89
568,58801,DELIVERED,587.94
569,27142,DELIVERED,90.28
570,39730,DELIVERED,139.41
571,47766,DELIVERED,360.4
572,90419,DELIVERED,147.59
573,85103,DELIVERED,126.33
574,20733,DELIVERED,87.44
575,90231,DELIVERED,665.87
576,68137,DELIVERED,36.69
577,14725,DELIVERED,27.29
578,84308,DELIVERED,18.76
579,36217,DELIVERED,220.04
580,72934,DELIVERED,76.08
581,61722,DELIVERED,133.28
582,3664,DELIVERED,62.74
583,58353,DELIVERED,455.29
584,78652,SHIPPED,619.9
585,88503,DELIVERED,86.02
586,49435,DELIVERED,243.36
587,43708,CANCELLED,0.0
588,90174,DELIVERED,22.78
589,19296,DELIVERED,220.02
590,68648,DELIVERED,133.25
591,55669,DELIVERED,55.96
592,37440,DELIVERED,48.6
593,6018,DELIVERED,70.12
594,4186,DELIVERED,64.09
595,44554,DELIVERED,165.71
596,41077,DELIVERED,162.04
597,8764,DELIVERED,46.69
598,67550,DELIVERED,147.81
599,65844,DELIVERED,59.1
600,7528,DELIVERED,307.68
601,32252,DELIVERED,53.37
602,35106,DELIVERED,162.04
603,98308,DELIVERED,73.34
604,16606,DELIVERED,227.38
605,56335,DELIVERED,129.46
606,63067,DELIVERED,158.97
607,26552,DELIVERED,96.9
608,82994,DELIVERED,172.81
609,39476,DELIVERED,122.37
610,2199,DELIVERED,34.86
611,33449,DELIVERED,54.0
612,59945,DELIVERED,42.68
613,9480,DELIVERED,722.05
614,88279,CANCELLED,96.01
615,90264,DELIVERED,108.77
616,82745,DELIVERED,75.68
617,70812,DELIVERED,36.09
618,76139,DELIVERED,38.16
619,76953,DELIVERED,104.37
620,20691,DELIVERED,54.09
621,19943,DELIVERED,71.64
622,94843,DELIVERED,92.57
623,18488,DELIVERED,48.08
624,33704,DELIVERED,26.79
625,40097,DELIVERED,60.13
626,97435,DELIVERED,295.0
627,92463,DELIVERED,122.42
628,92588,DELIVERED,173.53
629,13216,DELIVERED,235.83
630,37099,DELIVERED,53.0
631,56953,DELIVERED,83.41
632,14645,DELIVERED,88.49
633,2197,DELIVERED,226.14
634,93858,DELIVERED,79.24
635,22226,DELIVERED,72.14
636,90518,DELIVERED,65.71
637,83552,DELIVERED,73.68
638,54808,DELIVERED,98.69
639,31307,DELIVERED,76.63
640,45563,DELIVERED,37.86
641,3734,DELIVERED,163.13
642,2550,DELIVERED,107.78
643,8639,DELIVERED,36.77
644,2886,DELIVERED,69.9
645,78570,DELIVERED,126.11
646,1605,DELIVERED,78.09
647,77447,DELIVERED,36.77
648,22167,DELIVERED,179.22
649,32760,DELIVERED,278.06
650,37745,DELIVERED,37.54
651,41993,DELIVERED,163.52
652,92434,DELIVERED,48.95
653,83658,DELIVERED,33.22
654,28560,DELIVERED,163.5
655,96841,DELIVERED,110.42
656,6905,DELIVERED,118.23
657,1866,DELIVERED,64.39
658,585,DELIVERED,38.72
659,93729,DELIVERED,55.63
660,85374,DELIVERED,223.97
661,74116,DELIVERED,479.7
662,98062,DELIVERED,110.0
663,26238,DELIVERED,63.37
664,43214,DELIVERED,54.0
665,63300,DELIVERED,343.5
666,9137,DELIVERED,314.21
667,6839,DELIVERED,100.34
668,14554,DELIVERED,42.1
669,72071,DELIVERED,124.12
670,39197,DELIVERED,116.13
671,24563,DELIVERED,224.77
672,68006,DELIVERED,262.86
673,77187,DELIVERED,136.4
674,26320,DELIVERED,347.31
675,51573,DELIVERED,137.6
676,47377,DELIVERED,70.6
677,4356,DELIVERED,89.11
678,60684,DELIVERED,21.43
679,324,DELIVERED,176.78
680,64628,DELIVERED,111.92
681,77575,DELIVERED,154.38
682,67472,DELIVERED,112.92
683,53167,DELIVERED,828.08
684,66469,DELIVERED,259.98
685,59967,DELIVERED,264.07
686,33012,DELIVERED,87.55
687,23739,DELIVERED,339.86
688,58373,CANCELLED,0.0
689,95824,DELIVERED,106.16
690,57973,DELIVERED,136.04
691,41700,DELIVERED,98.82
692,87526,DELIVERED,119.24
693,27917,DELIVERED,192.03
694,65347,DELIVERED,442.52
695,10016,DELIVERED,36.75
696,53371,DELIVERED,29.24
697,98915,DELIVERED,438.48
698,48533,DELIVERED,147.16
699,30327,DELIVERED,124.5
700,87233,DELIVERED,315.24
701,16164,DELIVERED,49.84
702,33432,DELIVERED,56.5
703,72841,DELIVERED,1008.3
704,76383,DELIVERED,125.52
705,20814,DELIVERED,132.4
706,83761,DELIVERED,40.0
707,18315,DELIVERED,186.75
708,60781,DELIVERED,133.06
709,72110,DELIVERED,195.17
710,55758,DELIVERED,73.49
711,231,DELIVERED,153.2
712,43295,DELIVERED,75.71
713,94623,DELIVERED,48.79
714,99267,DELIVERED,133.89
715,30370,DELIVERED,651.84
716,46654,DELIVERED,72.25
717,13143,SHIPPED,62.83
718,43986,DELIVERED,36.0
719,97636,DELIVERED,124.69
720,46615,DELIVERED,91.19
721,12790,DELIVERED,148.18
722,33435,DELIVERED,82.32
723,60159,DELIVERED,125.16
724,86059,DELIVERED,98.28
725,62074,DELIVERED,49.09
726,87953,DELIVERED,85.79
727,43848,DELIVERED,35.09
728,15342,DELIVERED,41.43
729,84223,DELIVERED,93.59
730,46582,DELIVERED,132.49
731,71860,DELIVERED,161.84
732,41493,DELIVERED,35.69
733,17561,DELIVERED,175.1
734,31450,DELIVERED,13.39
735,47594,DELIVERED,88.26
736,92422,DELIVERED,108.51
737,10946,DELIVERED,47.74
738,66927,CANCELLED,0.0
739,86750,DELIVERED,99.8
740,54035,DELIVERED,89.36
741,4357,DELIVERED,46.93
742,15068,PENDING,176.61
743,30848,DELIVERED,155.29
744,59531,DELIVERED,54.1
745,67842,DELIVERED,319.99
746,45084,DELIVERED,60.22
747,26744,DELIVERED,105.37
748,64271,DELIVERED,76.65
749,92693,DELIVERED,79.15
750,60807,DELIVERED,88.08
751,98820,DELIVERED,74.63
752,19535,DELIVERED,46.78
753,92142,DELIVERED,854.89
754,62223,DELIVERED,67.05
755,23736,DELIVERED,112.08
756,31357,DELIVERED,211.26
757,4351,DELIVERED,166.7
758,10927,DELIVERED,137.04
759,22602,DELIVERED,140.08
760,98750,DELIVERED,22.77
761,2950,DELIVERED,60.09
762,29017,DELIVERED,164.63
763,61041,DELIVERED,102.85
764,68716,DELIVERED,246.42
765,89567,DELIVERED,112.1
766,38430,DELIVERED,85.6
767,95174,DELIVERED,235.13
768,47263,DELIVERED,43.0
769,72096,DELIVERED,162.65
770,85290,DELIVERED,215.56
771,23590,DELIVERED,112.94
772,75881,DELIVERED,225.42
773,64985,DELIVERED,58.43
774,21552,DELIVERED,27.71
775,13859,DELIVERED,415.83
776,36041,DELIVERED,186.1
777,86776,DELIVERED,164.71
778,35916,DELIVERED,104.87
779,84708,DELIVERED,222.38
780,38837,DELIVERED,144.99
781,25222,DELIVERED,125.43
782,95423,DELIVERED,43.54
783,85929,DELIVERED,47.3
784,79251,DELIVERED,28.08
785,31707,DELIVERED,51.07
786,69106,DELIVERED,117.0
787,86784,DELIVERED,313.78
788,95619,DELIVERED,1692.05
789,5202,DELIVERED,98.11
790,48916,DELIVERED,30.53
791,60473,DELIVERED,84.24
792,35627,DELIVERED,95.34
793,20445,DELIVERED,757.68
794,16137,DELIVERED,124.29
795,95126,DELIVERED,44.42
796,57974,DELIVERED,66.05
797,85142,DELIVERED,177.58
798,80838,DELIVERED,139.69
799,88185,DELIVERED,91.05
800,89106,DELIVERED,94.31
801,58734,DELIVERED,355.38
802,10371,DELIVERED,43.22
803,94976,DELIVERED,56.76
804,23219,DELIVERED,133.46
805,39770,DELIVERED,413.59
806,95791,DELIVERED,123.38
807,4865,DELIVERED,378.91
808,32826,DELIVERED,139.81
809,13677,DELIVERED,223.54
810,37368,DELIVERED,148.58
811,84774,DELIVERED,115.79
812,9283,DELIVERED,25.46
813,72132,DELIVERED,57.98
814,71426,DELIVERED,41.26
815,87347,DELIVERED,101.9
816,86567,DELIVERED,35.86
817,88112,DELIVERED,49.76
818,27185,DELIVERED,258.5
819,4075,DELIVERED,246.64
820,54978,DELIVERED,206.99
821,94134,DELIVERED,27.6
822,46101,DELIVERED,29.49
823,15134,DELIVERED,71.27
824,6297,DELIVERED,247.68
825,45058,DELIVERED,158.94
826,93484,DELIVERED,157.16
827,23828,DELIVERED,695.61
828,46796,DELIVERED,22.46
829,34511,DELIVERED,105.28
830,29264,DELIVERED,54.33
831,41670,DELIVERED,123.33
832,83399,DELIVERED,157.91
833,22382,DELIVERED,59.68
834,67980,DELIVERED,64.58
835,64401,DELIVERED,147.33
836,11719,DELIVERED,206.51
837,1181,DELIVERED,41.72
838,12351,DELIVERED,102.64
839,62992,DELIVERED,81.55
840,46725,DELIVERED,102.13
841,12269,DELIVERED,149.14
842,44323,DELIVERED,123.04
843,81238,DELIVERED,110.98
844,28802,DELIVERED,129.49
845,82677,DELIVERED,220.97
846,20300,DELIVERED,173.59
847,15955,DELIVERED,130.69
848,62058,DELIVERED,169.3
849,95292,DELIVERED,81.11
850,20475,DELIVERED,315.84
851,21737,DELIVERED,68.3
852,51320,DELIVERED,24.28
853,76347,DELIVERED,78.68
854,75343,DELIVERED,317.53
855,56684,DELIVERED,154.9
856,91883,DELIVERED,38.13
857,30485,DELIVERED,127.89
858,39094,DELIVERED,48.91
859,29039,DELIVERED,24.35
860,2633,DELIVERED,50.95
861,20686,DELIVERED,117.94
862,51096,DELIVERED,61.05
863,45899,DELIVERED,109.35
864,51035,DELIVERED,43.11
865,49765,DELIVERED,137.83
866,73506,DELIVERED,1075.12
867,49405,DELIVERED,69.9
868,97308,DELIVERED,257.36
869,49179,DELIVERED,38.42
870,79827,DELIVERED,376.39
871,53035,DELIVERED,62.69
872,62696,DELIVERED,91.79
873,17033,DELIVERED,31.77
