id,product_id,quantity,type,created_at
50,50,13,PURCHASE,2017-08-04 19:03:15
51,51,12,PURCHASE,2018-08-17 19:15:19
52,52,12,PURCHASE,2018-03-01 15:16:00
53,53,12,PURCHASE,2017-02-20 15:36:34
54,54,12,PURCHASE,2018-06-11 20:30:43
55,55,12,PURCHASE,2018-04-13 17:51:31
56,56,12,PURCHASE,2017-06-15 06:45:26
57,57,12,PURCHASE,2018-02-11 22:50:45
58,58,12,PURCHASE,2017-03-14 19:29:16
59,59,12,PURCHASE,2018-01-30 02:52:39
60,60,13,PURCHASE,2017-11-15 23:10:56
61,61,12,PURCHASE,2018-01-24 00:30:30
62,62,12,PURCHASE,2017-08-30 23:05:12
63,63,12,PURCHASE,2018-02-14 14:31:45
64,64,12,PURCHASE,2017-10-16 15:56:22
65,65,12,PURCHASE,2018-07-24 11:42:55
66,66,12,PURCHASE,2017-06-19 20:05:37
67,67,12,PURCHASE,2018-08-14 03:10:37
68,68,12,PURCHASE,2018-04-30 19:29:27
69,69,20,PURCHASE,2017-12-12 02:39:03
70,70,12,PURCHASE,2018-02-19 20:15:32
71,71,12,PURCHASE,2017-10-13 17:07:15
72,72,16,PURCHASE,2017-12-29 02:18:24
73,73,13,PURCHASE,2017-04-24 20:02:37
74,74,12,PURCHASE,2018-02-19 17:55:34
75,75,12,PURCHASE,2018-02-20 20:28:07
76,76,13,PURCHASE,2018-08-14 13:35:14
77,77,12,PURCHASE,2018-06-13 08:31:12
78,78,24,PURCHASE,2017-06-05 13:55:10
79,79,13,PURCHASE,2018-05-04 17:50:12
80,80,12,PURCHASE,2018-03-22 17:28:45
81,81,15,PURCHASE,2017-07-14 11:10:10
82,82,12,PURCHASE,2018-01-11 19:08:04
83,83,14,PURCHASE,2018-01-29 14:59:24
84,84,14,PURCHASE,2017-08-29 02:46:54
85,85,12,PURCHASE,2017-05-08 07:22:36
86,86,12,PURCHASE,2017-07-17 23:23:38
87,87,12,PURCHASE,2017-06-06 12:32:46
88,88,12,PURCHASE,2018-04-03 16:09:48
89,89,12,PURCHASE,2018-02-22 12:07:02
90,90,12,PURCHASE,2018-02-27 20:50:21
91,91,12,PURCHASE,2017-08-24 14:44:21
92,92,12,PURCHASE,2018-08-24 15:57:39
93,93,22,PURCHASE,2018-04-17 15:12:09
94,94,12,PURCHASE,2017-05-15 19:42:28
95,95,13,PURCHASE,2017-09-25 18:26:15
96,96,15,PURCHASE,2017-11-24 13:06:23
97,97,12,PURCHASE,2018-04-19 12:50:41
98,98,12,PURCHASE,2017-09-06 09:05:19
99,99,12,PURCHASE,2018-01-18 12:33:31
100,100,12,PURCHASE,2017-10-18 23:07:16
101,101,12,PURCHASE,2017-12-11 04:14:00
102,102,12,PURCHASE,2018-07-11 10:31:57
103,103,20,PURCHASE,2017-10-24 17:07:38
104,104,12,PURCHASE,2018-08-02 12:50:11
105,105,12,PURCHASE,2018-04-18 12:31:06
106,106,12,PURCHASE,2018-01-25 09:08:37
107,107,12,PURCHASE,2018-04-19 12:50:12
108,108,13,PURCHASE,2017-10-19 12:49:12
109,109,12,PURCHASE,2018-02-27 12:10:34
110,110,14,PURCHASE,2017-06-09 04:05:23
111,111,12,PURCHASE,2018-02-01 18:52:05
112,112,18,PURCHASE,2018-01-05 08:56:21
113,113,20,PURCHASE,2018-05-28 00:31:25
114,114,15,PURCHASE,2018-05-09 03:53:05
115,115,18,PURCHASE,2018-02-27 14:49:31
116,116,16,PURCHASE,2017-11-06 16:55:28
117,117,15,PURCHASE,2017-11-30 05:49:39
118,118,19,PURCHASE,2017-09-12 17:35:27
119,119,12,PURCHASE,2017-12-14 18:50:28
120,120,12,PURCHASE,2017-11-20 11:50:41
121,121,12,PURCHASE,2017-12-04 16:31:06
122,122,13,PURCHASE,2018-06-19 00:00:50
123,123,13,PURCHASE,2018-08-10 02:15:16
124,124,12,PURCHASE,2017-05-09 09:45:17
125,125,12,PURCHASE,2017-12-05 09:49:26
126,126,12,PURCHASE,2018-07-17 17:44:49
127,127,14,PURCHASE,2018-05-22 02:35:11
128,128,14,PURCHASE,2017-10-30 02:56:45
129,129,12,PURCHASE,2017-09-01 13:15:16
130,130,12,PURCHASE,2018-02-05 18:51:17
131,131,12,PURCHASE,2018-08-16 12:25:15
132,132,12,PURCHASE,2017-08-28 04:16:20
133,133,12,PURCHASE,2017-06-09 02:25:33
134,134,12,PURCHASE,2017-11-24 16:15:29
135,135,12,PURCHASE,2018-05-07 18:14:13
136,136,12,PURCHASE,2018-05-17 03:30:25
137,137,12,PURCHASE,2018-07-17 16:26:38
138,138,12,PURCHASE,2018-08-10 12:05:06
139,139,12,PURCHASE,2018-03-28 17:08:39
140,140,13,PURCHASE,2018-05-16 17:30:47
141,141,13,PURCHASE,2017-10-02 03:24:49
142,142,16,PURCHASE,2017-11-16 22:30:51
143,143,15,PURCHASE,2018-03-16 16:30:01
144,144,12,PURCHASE,2018-07-19 17:45:24
145,145,12,PURCHASE,2018-07-05 10:15:09
146,146,12,PURCHASE,2018-06-27 21:58:42
147,147,12,PURCHASE,2017-06-06 06:50:32
148,148,12,PURCHASE,2018-08-10 04:55:23
149,149,12,PURCHASE,2018-01-18 12:11:27
150,150,13,PURCHASE,2017-05-09 11:25:58
151,151,12,PURCHASE,2017-12-20 21:32:03
152,152,25,PURCHASE,2017-07-20 11:10:17
153,153,14,PURCHASE,2018-01-09 21:11:20
154,154,12,PURCHASE,2018-04-24 01:15:12
155,155,16,PURCHASE,2017-07-19 12:15:12
156,156,14,PURCHASE,2017-09-04 14:25:25
157,157,14,PURCHASE,2017-11-21 19:26:19
158,158,12,PURCHASE,2017-09-13 09:15:21
159,159,12,PURCHASE,2018-05-10 19:50:18
160,160,12,PURCHASE,2018-08-08 19:24:35
161,161,12,PURCHASE,2017-08-03 11:43:23
162,162,14,PURCHASE,2018-02-15 13:35:31
163,163,12,PURCHASE,2018-01-10 10:39:23
164,164,12,PURCHASE,2018-02-21 10:55:34
165,165,12,PURCHASE,2017-06-12 13:41:59
166,166,12,PURCHASE,2018-05-10 14:53:30
167,167,12,PURCHASE,2018-05-03 22:31:23
168,168,20,PURCHASE,2017-08-30 11:45:24
169,169,12,PURCHASE,2018-07-12 19:15:15
170,170,12,PURCHASE,2018-01-26 14:03:22
171,171,12,PURCHASE,2018-06-14 13:31:53
172,172,12,PURCHASE,2018-01-18 20:15:29
173,173,12,PURCHASE,2018-01-24 02:11:51
174,174,12,PURCHASE,2017-05-12 13:05:31
175,175,12,PURCHASE,2018-01-11 17:46:59
176,176,31,PURCHASE,2017-11-27 13:07:00
177,177,12,PURCHASE,2017-06-08 16:45:25
178,178,14,PURCHASE,2018-01-11 02:35:47
179,179,12,PURCHASE,2017-08-10 16:50:07
180,180,12,PURCHASE,2018-05-17 11:55:19
181,181,12,PURCHASE,2018-08-22 19:30:05
182,182,16,PURCHASE,2017-11-21 03:50:33
183,183,13,PURCHASE,2018-07-20 18:30:22
184,184,12,PURCHASE,2017-11-06 15:45:59
185,185,12,PURCHASE,2018-08-20 03:25:14
186,186,14,PURCHASE,2017-08-17 15:23:52
187,187,12,PURCHASE,2018-02-23 17:55:41
188,188,18,PURCHASE,2018-03-08 23:49:02
189,189,12,PURCHASE,2018-02-12 09:10:24
190,190,12,PURCHASE,2018-08-09 13:55:22
191,191,12,PURCHASE,2018-05-09 21:10:20
192,192,12,PURCHASE,2018-07-31 20:10:12
193,193,13,PURCHASE,2018-08-02 17:45:08
194,194,13,PURCHASE,2017-03-28 11:38:33
195,195,25,PURCHASE,2017-06-09 07:30:06
196,196,14,PURCHASE,2017-04-27 05:15:28
197,197,12,PURCHASE,2017-01-18 16:35:59
198,198,12,PURCHASE,2017-08-10 09:10:13
199,199,12,PURCHASE,2018-04-04 03:28:46
200,200,14,PURCHASE,2018-03-28 20:10:27
201,201,13,PURCHASE,2018-03-30 16:13:08
202,202,14,PURCHASE,2017-06-22 14:50:19
203,203,18,PURCHASE,2018-03-15 16:30:39
204,204,12,PURCHASE,2017-03-16 08:29:36
205,205,12,PURCHASE,2018-07-11 11:30:56
206,206,20,PURCHASE,2017-06-06 15:50:22
207,207,13,PURCHASE,2018-03-22 09:32:01
208,208,13,PURCHASE,2018-06-08 02:30:43
209,209,12,PURCHASE,2017-09-18 04:25:49
210,210,12,PURCHASE,2018-01-22 03:51:20
211,211,12,PURCHASE,2017-12-04 20:39:15
212,212,40,PURCHASE,2017-06-12 13:50:24
213,213,88,PURCHASE,2017-03-17 20:01:10
214,214,16,PURCHASE,2018-07-24 02:41:44
215,215,12,PURCHASE,2017-10-02 22:14:11
216,216,12,PURCHASE,2018-05-03 17:52:44
217,217,12,PURCHASE,2017-01-26 21:42:56
218,218,13,PURCHASE,2017-09-21 16:30:17
219,219,12,PURCHASE,2018-03-08 02:15:34
220,220,13,PURCHASE,2018-07-06 14:31:34
221,221,15,PURCHASE,2018-02-22 07:07:07
222,222,12,PURCHASE,2018-03-02 14:49:36
223,223,13,PURCHASE,2018-04-12 10:10:11
224,224,12,PURCHASE,2017-06-23 13:02:46
225,225,12,PURCHASE,2018-01-26 13:50:51
226,226,12,PURCHASE,2017-05-22 17:42:12
227,227,20,PURCHASE,2017-11-17 20:50:31
228,228,13,PURCHASE,2018-02-08 00:52:14
229,229,12,PURCHASE,2018-06-04 19:30:51
230,230,16,PURCHASE,2017-10-02 04:07:15
231,231,12,PURCHASE,2017-06-20 12:10:27
232,232,16,PURCHASE,2017-11-22 12:50:42
233,233,14,PURCHASE,2018-02-27 19:50:34
234,234,12,PURCHASE,2018-04-05 15:47:48
235,235,13,PURCHASE,2017-03-30 01:23:25
236,236,14,PURCHASE,2018-08-08 13:10:12
237,237,15,PURCHASE,2017-07-24 21:15:21
238,238,12,PURCHASE,2018-04-12 20:28:22
239,239,12,PURCHASE,2017-12-15 01:15:25
240,240,12,PURCHASE,2018-07-06 19:31:02
241,241,13,PURCHASE,2018-05-07 22:31:15
242,242,12,PURCHASE,2017-05-19 09:10:16
243,243,12,PURCHASE,2018-05-11 17:30:36
244,244,12,PURCHASE,2018-08-08 16:31:10
245,245,13,PURCHASE,2018-02-22 13:35:28
246,246,13,PURCHASE,2018-03-07 14:56:56
247,247,12,PURCHASE,2017-11-23 07:35:33
248,248,14,PURCHASE,2018-01-10 03:31:53
249,249,12,PURCHASE,2017-10-10 15:04:08
250,250,12,PURCHASE,2018-08-16 17:25:12
251,251,12,PURCHASE,2018-02-08 10:16:03
252,252,28,PURCHASE,2017-12-26 17:16:13
253,253,12,PURCHASE,2017-08-22 17:45:16
254,254,14,PURCHASE,2018-03-22 21:05:38
255,255,12,PURCHASE,2018-05-24 11:12:47
256,256,13,PURCHASE,2017-05-23 14:25:09
257,257,13,PURCHASE,2017-08-28 17:30:08
258,258,14,PURCHASE,2017-09-20 22:25:39
259,259,13,PURCHASE,2017-08-21 11:34:15
260,260,30,PURCHASE,2017-12-13 03:12:04
261,261,13,PURCHASE,2017-11-28 13:11:28
262,262,40,PURCHASE,2017-10-13 07:35:43
263,263,13,PURCHASE,2018-08-16 00:10:37
264,264,13,PURCHASE,2017-11-14 17:56:42
265,265,37,PURCHASE,2017-01-23 16:48:00
266,266,12,PURCHASE,2017-11-30 16:26:42
267,267,16,PURCHASE,2018-04-23 15:09:21
268,268,12,PURCHASE,2017-06-13 16:02:16
269,269,20,PURCHASE,2017-11-17 03:10:34
270,270,13,PURCHASE,2018-03-09 17:15:59
271,271,33,PURCHASE,2017-12-07 18:15:26
272,272,12,PURCHASE,2018-08-24 07:05:08
273,273,12,PURCHASE,2017-04-10 14:25:18
274,274,12,PURCHASE,2018-06-11 17:13:12
275,275,13,PURCHASE,2017-08-03 20:43:30
276,276,12,PURCHASE,2018-08-06 20:55:33
277,277,34,PURCHASE,2018-01-12 14:54:20
278,278,12,PURCHASE,2018-06-25 18:23:13
279,279,12,PURCHASE,2018-01-07 23:36:56
280,280,15,PURCHASE,2018-06-19 14:56:55
281,281,12,PURCHASE,2017-04-26 22:32:17
282,282,12,PURCHASE,2017-12-21 23:56:27
283,283,13,PURCHASE,2017-10-30 06:35:09
284,284,13,PURCHASE,2018-04-03 11:50:19
285,285,13,PURCHASE,2017-06-15 23:50:11
286,286,12,PURCHASE,2018-01-24 12:57:01
287,287,12,PURCHASE,2018-01-30 20:11:44
288,288,12,PURCHASE,2017-07-03 10:45:39
289,289,19,PURCHASE,2017-11-17 02:56:04
290,290,123,PURCHASE,2017-06-12 12:42:18
291,291,12,PURCHASE,2018-05-02 09:49:59
292,292,12,PURCHASE,2017-12-21 19:10:05
293,293,12,PURCHASE,2017-09-05 20:10:14
294,294,13,PURCHASE,2018-01-31 12:31:18
295,295,14,PURCHASE,2018-01-17 14:27:25
296,296,27,PURCHASE,2018-02-08 16:55:53
297,297,12,PURCHASE,2018-03-20 02:50:52
298,298,12,PURCHASE,2018-02-01 13:18:26
299,299,12,PURCHASE,2017-03-24 18:33:07
300,300,12,PURCHASE,2017-07-31 13:05:20
301,301,18,PURCHASE,2017-03-29 17:48:50
302,302,13,PURCHASE,2018-04-05 16:27:13
303,303,12,PURCHASE,2018-08-24 03:30:21
304,304,12,PURCHASE,2017-11-09 15:10:30
305,305,14,PURCHASE,2017-08-17 10:04:27
306,306,12,PURCHASE,2017-08-16 16:30:20
307,307,12,PURCHASE,2017-11-10 21:15:33
308,308,12,PURCHASE,2018-03-21 21:10:29
309,309,14,PURCHASE,2017-09-05 00:31:51
310,310,38,PURCHASE,2017-01-30 20:55:09
311,311,12,PURCHASE,2017-06-19 18:10:18
312,312,12,PURCHASE,2018-04-11 21:30:17
313,313,12,PURCHASE,2018-06-17 21:31:50
314,314,12,PURCHASE,2018-06-28 01:15:52
315,315,12,PURCHASE,2018-06-12 17:55:18
316,316,12,PURCHASE,2017-05-18 02:50:17
317,317,12,PURCHASE,2017-02-13 20:56:00
318,318,12,PURCHASE,2018-02-22 14:55:40
319,319,12,PURCHASE,2018-08-08 13:50:07
320,320,13,PURCHASE,2018-04-11 17:29:50
321,321,12,PURCHASE,2018-06-14 12:17:33
322,322,12,PURCHASE,2018-04-26 03:31:01
323,323,12,PURCHASE,2017-12-14 13:18:23
324,324,12,PURCHASE,2018-01-26 14:26:06
325,325,14,PURCHASE,2017-02-13 10:07:23
326,326,13,PURCHASE,2018-05-28 12:56:18
327,327,16,PURCHASE,2017-08-10 12:20:09
328,328,14,PURCHASE,2018-06-05 02:31:53
329,329,15,PURCHASE,2017-09-28 08:50:17
330,330,12,PURCHASE,2018-07-24 08:55:29
331,331,16,PURCHASE,2017-07-26 06:43:17
332,332,15,PURCHASE,2017-03-27 09:21:54
333,333,18,PURCHASE,2018-02-07 02:11:57
334,334,14,PURCHASE,2018-03-14 23:31:26
335,335,12,PURCHASE,2018-08-01 16:45:42
336,336,13,PURCHASE,2018-08-08 13:04:06
337,337,16,PURCHASE,2017-01-26 11:26:57
338,338,13,PURCHASE,2018-05-07 13:31:18
339,339,13,PURCHASE,2017-05-08 08:42:35
340,340,19,PURCHASE,2017-02-01 17:59:37
341,341,12,PURCHASE,2018-01-26 13:50:53
342,342,12,PURCHASE,2018-08-13 12:05:19
343,343,13,PURCHASE,2018-06-13 04:30:26
344,344,12,PURCHASE,2017-12-01 14:17:33
345,345,13,PURCHASE,2017-04-19 16:10:10
346,346,15,PURCHASE,2017-05-30 09:15:19
347,347,15,PURCHASE,2017-09-28 00:30:15
348,348,12,PURCHASE,2018-03-22 16:49:33
349,349,12,PURCHASE,2018-08-09 04:24:39
350,350,13,PURCHASE,2018-08-23 04:30:19
351,351,12,PURCHASE,2018-01-18 07:49:28
352,352,12,PURCHASE,2017-08-17 23:30:18
353,353,12,PURCHASE,2017-04-14 14:42:13
354,354,12,PURCHASE,2017-10-23 04:08:38
355,355,12,PURCHASE,2017-05-22 03:35:16
356,356,26,PURCHASE,2017-06-05 14:43:30
357,357,12,PURCHASE,2018-05-21 13:55:14
358,358,21,PURCHASE,2018-04-26 18:30:44
359,359,14,PURCHASE,2018-02-05 15:55:31
360,360,12,PURCHASE,2017-12-29 09:48:20
361,361,12,PURCHASE,2017-11-17 19:26:24
362,362,13,PURCHASE,2017-10-05 20:14:18
363,363,12,PURCHASE,2018-07-27 17:20:37
364,364,12,PURCHASE,2018-02-05 13:47:51
365,365,16,PURCHASE,2018-04-10 00:15:38
366,366,18,PURCHASE,2017-05-11 12:31:28
367,367,24,PURCHASE,2018-02-19 11:26:57
368,368,13,PURCHASE,2018-03-20 10:30:42
369,369,12,PURCHASE,2018-02-07 22:49:43
370,370,12,PURCHASE,2017-03-15 14:27:38
371,371,13,PURCHASE,2017-02-16 13:50:56
372,372,12,PURCHASE,2017-12-04 14:20:07
373,373,13,PURCHASE,2018-03-06 17:21:19
374,374,14,PURCHASE,2017-09-08 16:23:34
375,375,12,PURCHASE,2017-12-27 10:10:45
376,376,14,PURCHASE,2017-08-02 09:45:21
377,377,15,PURCHASE,2018-02-05 18:31:25
378,378,12,PURCHASE,2017-05-15 09:50:19
379,379,32,PURCHASE,2016-10-14 10:40:50
380,380,13,PURCHASE,2017-09-20 11:50:32
381,381,32,PURCHASE,2017-03-17 17:05:35
382,382,13,PURCHASE,2017-08-31 15:35:10
383,383,12,PURCHASE,2018-04-17 00:30:37
384,384,12,PURCHASE,2017-08-31 12:45:40
385,385,15,PURCHASE,2017-10-26 18:28:16
386,386,13,PURCHASE,2018-05-28 00:31:38
387,387,14,PURCHASE,2017-09-15 11:50:51
388,388,44,PURCHASE,2017-04-14 16:02:52
389,389,15,PURCHASE,2018-03-15 10:28:04
390,390,28,PURCHASE,2017-04-10 05:50:29
391,391,13,PURCHASE,2018-04-06 12:35:18
392,392,12,PURCHASE,2018-01-25 09:19:23
393,393,13,PURCHASE,2018-08-14 19:05:15
394,394,13,PURCHASE,2017-11-30 15:58:33
395,395,18,PURCHASE,2017-12-22 16:36:45
396,396,14,PURCHASE,2018-07-26 21:45:10
397,397,19,PURCHASE,2017-03-16 12:52:31
398,398,12,PURCHASE,2018-07-16 03:26:15
399,399,12,PURCHASE,2017-11-23 13:46:36
400,400,13,PURCHASE,2017-08-14 17:45:19
401,401,12,PURCHASE,2018-01-26 19:53:36
402,402,12,PURCHASE,2017-08-10 14:05:26
403,403,12,PURCHASE,2018-04-03 17:50:16
404,404,20,PURCHASE,2017-02-12 11:55:59
405,405,12,PURCHASE,2018-07-12 13:50:17
406,406,14,PURCHASE,2017-05-05 15:50:22
407,407,12,PURCHASE,2018-02-15 02:36:05
408,408,12,PURCHASE,2018-08-14 10:05:14
409,409,12,PURCHASE,2018-04-11 23:30:17
410,410,12,PURCHASE,2018-08-02 11:45:13
411,411,15,PURCHASE,2017-12-14 02:31:08
412,412,13,PURCHASE,2017-02-14 16:46:29
413,413,12,PURCHASE,2017-10-13 14:07:13
414,414,13,PURCHASE,2018-07-26 13:24:50
415,415,14,PURCHASE,2017-11-30 04:14:42
416,416,16,PURCHASE,2017-05-10 11:31:01
417,417,12,PURCHASE,2017-11-30 02:31:58
418,418,13,PURCHASE,2017-09-13 21:43:59
419,419,14,PURCHASE,2018-04-19 13:15:23
420,420,12,PURCHASE,2018-05-22 12:30:57
421,421,12,PURCHASE,2017-08-17 19:30:17
422,422,20,PURCHASE,2018-05-02 15:30:17
423,423,12,PURCHASE,2017-05-25 03:55:11
424,424,12,PURCHASE,2018-07-27 06:05:27
425,425,22,PURCHASE,2017-03-29 11:09:40
426,426,12,PURCHASE,2017-07-21 19:45:14
427,427,12,PURCHASE,2017-09-12 04:10:29
428,428,12,PURCHASE,2017-09-06 02:45:01
429,429,13,PURCHASE,2018-05-04 17:15:15
430,430,14,PURCHASE,2018-06-12 09:51:32
431,431,15,PURCHASE,2017-07-25 15:05:16
432,432,12,PURCHASE,2018-07-10 23:31:22
433,433,13,PURCHASE,2017-01-31 12:54:57
434,434,18,PURCHASE,2017-10-31 21:07:15
435,435,13,PURCHASE,2017-08-09 22:35:22
436,436,13,PURCHASE,2017-12-18 15:58:42
437,437,12,PURCHASE,2018-05-17 20:30:47
438,438,12,PURCHASE,2017-12-14 17:10:58
439,439,12,PURCHASE,2017-07-27 20:55:18
440,440,12,PURCHASE,2018-07-12 02:45:29
441,441,12,PURCHASE,2018-05-17 18:36:09
442,442,13,PURCHASE,2017-11-30 00:31:24
443,443,15,PURCHASE,2017-07-17 12:23:41
444,444,19,PURCHASE,2018-02-26 07:10:46
445,445,12,PURCHASE,2017-06-20 11:55:21
446,446,12,PURCHASE,2017-10-03 02:49:26
447,447,12,PURCHASE,2018-02-09 17:31:33
448,448,12,PURCHASE,2018-01-18 15:48:31
449,449,13,PURCHASE,2017-08-10 10:23:27
450,450,14,PURCHASE,2018-01-11 12:48:51
451,451,12,PURCHASE,2018-04-03 16:30:13
452,452,12,PURCHASE,2017-10-16 20:14:40
453,453,19,PURCHASE,2017-07-20 03:25:18
454,454,16,PURCHASE,2018-06-13 13:30:29
455,455,14,PURCHASE,2017-12-13 00:30:55
456,456,14,PURCHASE,2017-02-01 19:10:46
457,457,12,PURCHASE,2018-04-10 12:11:37
458,458,13,PURCHASE,2017-03-15 04:05:15
459,459,16,PURCHASE,2017-04-27 19:05:37
460,460,12,PURCHASE,2017-12-11 09:22:06
461,461,12,PURCHASE,2017-11-29 16:08:35
462,462,15,PURCHASE,2017-10-03 09:50:24
463,463,12,PURCHASE,2018-02-15 22:52:21
464,464,13,PURCHASE,2018-03-01 14:16:00
465,465,12,PURCHASE,2018-02-06 13:52:03
466,466,13,PURCHASE,2017-04-14 16:05:26
467,467,26,PURCHASE,2017-09-04 17:15:19
468,468,12,PURCHASE,2018-08-13 03:50:20
469,469,13,PURCHASE,2017-03-09 02:25:34
470,470,15,PURCHASE,2017-08-08 02:51:14
471,471,12,PURCHASE,2018-08-23 14:10:40
472,472,12,PURCHASE,2018-04-05 18:50:17
473,473,12,PURCHASE,2018-01-29 20:12:56
474,474,21,PURCHASE,2017-11-06 08:30:17
475,475,13,PURCHASE,2017-12-19 08:30:32
476,476,12,PURCHASE,2017-10-26 17:14:09
477,477,12,PURCHASE,2018-08-08 19:04:31
478,478,13,PURCHASE,2017-04-03 21:23:02
479,479,12,PURCHASE,2018-06-11 15:10:02
480,480,12,PURCHASE,2018-08-16 23:25:18
481,481,12,PURCHASE,2017-08-24 14:45:08
482,482,12,PURCHASE,2018-02-05 02:45:29
483,483,14,PURCHASE,2017-08-14 04:31:38
484,484,16,PURCHASE,2018-03-28 08:49:15
485,485,12,PURCHASE,2017-12-21 23:53:53
486,486,15,PURCHASE,2018-07-20 19:55:23
487,487,12,PURCHASE,2017-05-10 02:55:18
488,488,15,PURCHASE,2017-06-30 02:25:24
489,489,12,PURCHASE,2018-05-09 04:15:16
490,490,13,PURCHASE,2018-08-09 04:10:16
491,491,12,PURCHASE,2018-03-13 23:10:34
492,492,13,PURCHASE,2018-08-14 12:55:26
493,493,14,PURCHASE,2017-09-28 04:05:12
494,494,12,PURCHASE,2018-03-22 15:08:47
495,495,12,PURCHASE,2018-02-09 09:35:29
496,496,12,PURCHASE,2017-05-08 17:35:11
497,497,12,PURCHASE,2018-06-25 21:31:04
498,498,19,PURCHASE,2018-04-19 02:31:34
499,499,12,PURCHASE,2018-08-15 17:10:12
500,500,12,PURCHASE,2017-03-30 13:06:10
501,501,15,PURCHASE,2017-07-20 15:43:23
502,502,12,PURCHASE,2018-04-26 18:30:48
503,503,12,PURCHASE,2018-08-16 16:15:17
504,504,12,PURCHASE,2018-03-01 10:15:34
505,505,12,PURCHASE,2017-05-03 02:22:56
506,506,14,PURCHASE,2018-01-22 16:52:18
507,507,15,PURCHASE,2018-01-10 23:32:19
508,508,12,PURCHASE,2018-04-10 13:31:24
509,509,16,PURCHASE,2017-03-17 20:27:59
510,510,13,PURCHASE,2017-08-21 06:44:03
511,511,12,PURCHASE,2018-05-02 18:10:04
512,512,12,PURCHASE,2017-08-03 06:43:53
513,513,13,PURCHASE,2017-04-11 22:42:43
514,514,12,PURCHASE,2018-01-18 02:31:44
515,515,12,PURCHASE,2018-02-01 23:33:26
516,516,12,PURCHASE,2017-07-27 10:23:18
517,517,12,PURCHASE,2017-04-05 19:10:20
518,518,12,PURCHASE,2017-09-04 16:47:41
519,519,18,PURCHASE,2018-05-07 05:30:57
520,520,13,PURCHASE,2018-05-04 02:55:26
521,521,12,PURCHASE,2018-04-02 03:48:31
522,522,12,PURCHASE,2017-12-13 20:31:30
523,523,12,PURCHASE,2017-08-11 18:20:06
524,524,43,PURCHASE,2017-09-27 22:44:26
525,525,12,PURCHASE,2018-08-03 13:50:14
526,526,26,PURCHASE,2017-08-01 11:15:21
527,527,12,PURCHASE,2017-05-17 22:35:13
528,528,12,PURCHASE,2017-12-21 12:30:47
529,529,12,PURCHASE,2017-09-13 10:34:16
530,530,13,PURCHASE,2018-04-04 17:55:32
531,531,13,PURCHASE,2017-10-13 15:07:10
532,532,13,PURCHASE,2018-06-08 03:30:39
533,533,12,PURCHASE,2018-03-25 23:30:31
534,534,12,PURCHASE,2018-03-21 22:28:08
535,535,13,PURCHASE,2017-03-24 19:52:56
536,536,12,PURCHASE,2018-05-24 16:17:32
537,537,12,PURCHASE,2017-12-14 12:19:31
