id,order_id,product_id,quantity,price
412,24370,7591,1,22.5
413,54621,1469,1,11.9
414,54621,1469,1,11.9
415,13735,23792,1,19.99
416,48021,28920,1,7.9
417,34154,16920,1,85.71
418,75264,23119,1,29.5
419,5679,14510,1,18.25
420,15282,31218,1,142.0
421,15201,2271,1,179.99
422,15201,2271,1,179.99
423,51436,17860,1,154.9
424,16286,4333,1,299.0
425,63847,2192,1,126.99
426,92806,7507,1,49.89
427,79380,17188,1,8.0
428,21851,32026,1,84.0
429,78775,15702,1,78.0
430,36268,4323,1,229.99
431,18144,8816,1,89.9
432,86585,25921,1,165.0
433,22496,31130,1,199.0
434,57697,8206,1,79.9
435,50980,29569,1,122.99
436,70545,10228,1,139.9
437,43452,7511,1,27.99
438,71929,26191,1,22.0
439,71929,26191,1,22.0
440,71929,26191,1,22.0
441,71929,26191,1,22.0
442,36158,3340,1,42.0
443,27407,8495,1,27.9
444,15597,28164,1,279.9
445,52111,4637,1,14.9
446,10711,29887,1,104.0
447,85315,32099,1,49.0
448,85315,32099,1,49.0
449,48026,6248,1,59.9
450,50751,3339,1,110.0
451,96927,29571,1,79.0
452,59393,3788,1,39.9
453,61993,26659,1,249.0
454,13618,22513,1,379.0
455,90525,1067,1,33.9
456,69173,26748,1,208.1
457,64091,6995,1,593.36
458,33133,13765,1,52.5
459,33133,13765,1,52.5
460,31225,19620,1,66.0
461,38117,25218,1,127.48
462,24294,1919,1,122.99
463,34405,21502,1,49.0
464,34405,21502,1,49.0
465,66313,10176,1,29.99
466,81517,7460,1,59.9
467,81517,12214,1,62.0
468,41931,17115,1,102.0
469,9725,29727,1,27.9
470,88846,25337,1,196.0
471,83998,31240,1,389.0
472,98904,7738,1,119.99
473,47794,5727,1,27.99
474,43146,13445,1,54.99
475,88497,30738,1,88.9
476,89551,32581,1,899.0
477,94192,26990,1,120.0
478,24705,25069,1,279.99
479,26943,22225,1,59.0
480,545,23917,1,243.37
481,90435,15531,1,249.48
482,18567,18697,1,35.0
483,18567,18697,1,35.0
484,33349,794,1,99.9
485,2923,23954,1,14.99
486,8361,24116,1,109.73
487,84479,25957,1,9.0
488,87806,26563,1,239.0
489,98898,26877,1,13.99
490,48501,21367,1,29.99
491,26976,2967,1,189.99
492,72954,19361,1,55.0
493,57177,15643,1,58.99
494,40584,25229,1,99.9
495,57686,11928,1,25.99
496,57686,28801,1,25.99
497,65508,25750,1,107.9
498,7642,21778,1,53.9
499,7642,21778,1,53.9
500,24711,7346,1,49.9
501,63411,14480,1,185.81
502,52144,14047,1,501.9
503,57364,2772,1,97.9
504,93342,23028,1,76.0
505,32444,12613,1,15.32
506,50452,2780,1,45.9
507,50452,5277,1,45.9
508,50452,4643,1,45.9
509,69374,14052,1,53.9
510,69374,14052,1,53.9
511,8348,4217,1,21.99
512,46204,27762,1,83.9
513,30101,10508,1,49.99
514,36920,6151,1,50.0
515,53549,20494,1,61.2
516,28043,16003,1,81.9
517,75514,19215,1,79.9
518,20625,22692,1,27.99
519,56386,31598,1,1820.0
520,25770,12601,1,15.99
521,84235,23757,1,240.0
522,79523,31468,1,89.99
523,14441,3472,1,399.9
524,770,3625,1,89.9
525,770,8347,1,89.9
526,7109,4029,1,78.0
527,15674,1324,1,28.8
528,31750,15035,1,67.99
529,45953,7672,1,65.0
530,62350,22361,1,89.99
531,80960,28408,1,104.99
532,79696,24562,1,13.99
533,36010,6455,1,3.49
534,36010,6455,1,3.49
535,52935,8011,1,29.99
536,2782,21220,1,16.9
537,5753,995,1,63.0
538,5753,24919,1,89.0
539,33017,3474,1,159.0
540,64899,262,1,99.99
541,55498,5332,1,23.89
542,75591,31855,1,21.99
543,6033,28476,1,188.0
544,8208,884,1,109.9
545,57951,19100,1,59.9
546,54720,3674,1,139.9
547,13559,10176,1,28.49
548,76465,23392,1,154.91
549,76465,23392,1,154.91
550,11485,19323,1,99.99
551,96741,16160,1,27.9
552,96741,21359,1,21.33
553,11048,27035,1,504.0
554,64421,7825,1,25.0
555,92956,168,1,54.9
556,92956,168,1,54.9
557,92956,168,1,54.9
558,92956,168,1,54.9
559,69723,29025,1,5.53
560,69723,29025,1,5.53
561,69723,29025,1,5.53
562,69723,29025,1,5.53
563,69723,29025,1,5.53
564,60185,27719,1,127.45
565,92367,20440,1,29.0
566,60592,15302,1,19.9
567,42598,23308,1,135.0
568,90683,20551,1,119.9
569,88774,15201,1,30.0
570,88774,15201,1,30.0
571,36376,26418,1,14.4
572,69532,12630,1,79.99
573,70353,7742,1,129.9
574,61094,26112,1,37.99
575,40315,17630,1,79.0
576,10878,29316,1,219.9
577,7481,24487,1,19.9
578,84786,19862,1,169.0
579,84786,18706,1,147.9
580,7908,3543,1,211.05
581,54196,47,1,610.0
582,13632,15597,1,129.0
583,65416,22932,1,16.0
584,25303,13792,1,189.0
585,67725,26938,1,12.99
586,54085,16933,1,109.9
587,83230,17427,1,29.0
588,66629,10740,1,159.9
589,22946,7877,1,59.9
590,41453,14687,1,292.9
591,94599,28649,1,143.0
592,94599,28649,1,143.0
593,18358,4379,1,52.9
594,17473,22074,1,99.9
595,81749,24505,1,49.0
596,71343,13733,1,99.9
597,42864,24249,1,32.5
598,7946,30961,1,15.0
599,94483,29554,1,230.0
600,96809,13286,1,79.99
601,30251,25913,1,29.99
602,36380,24267,1,219.99
603,69383,3048,1,59.99
604,25277,2542,1,120.0
605,48820,21651,1,139.0
606,95775,16340,1,149.9
607,26271,18306,1,139.0
608,40577,6238,1,99.99
609,6527,16518,1,299.0
610,6527,16518,1,299.0
611,18504,1556,1,129.99
612,75734,22513,1,379.0
613,41284,1465,1,49.0
614,15992,7789,1,129.9
615,31865,12191,1,36.9
616,52536,197,1,45.0
617,11891,10628,1,45.0
618,8981,17995,1,29.99
619,2886,327,1,84.9
620,32397,13431,1,75.0
621,75041,15302,1,19.0
622,54641,32121,1,34.99
623,82442,32140,1,59.9
624,22808,28183,1,85.9
625,24930,24306,1,64.9
626,20341,14458,1,219.0
627,38154,17422,1,138.0
628,64858,10215,1,30.9
629,52549,30003,1,31.9
630,49662,4996,1,71.0
631,49662,9718,1,101.0
632,94191,19748,1,45.9
633,55145,32924,1,35.0
634,55145,32924,1,35.0
635,90278,12378,1,59.9
636,18461,11969,1,59.9
637,22676,22760,1,49.8
638,22676,22760,1,49.8
639,10062,17971,1,7.5
640,10062,17971,1,7.5
641,47507,6958,1,89.9
642,47507,6503,1,76.9
643,70523,31310,1,24.99
644,73030,13431,1,69.9
645,17149,21362,1,29.99
646,8323,30050,1,234.9
647,10293,14124,1,159.9
648,99291,4599,1,49.9
649,37912,212,1,24.9
650,37912,29940,1,24.9
651,17989,31481,1,162.0
652,60776,4350,1,43.9
653,29061,29942,1,189.0
654,31319,32586,1,14.9
655,635,213,1,56.99
656,46164,5520,1,75.0
657,131,17390,1,39.49
658,131,17390,1,39.49
659,55585,21319,1,44.9
660,57322,7760,1,29.9
661,73288,1765,1,55.9
662,5765,21904,1,66.0
663,85279,9387,1,139.9
664,85279,27202,1,139.9
665,9888,10119,1,56.8
666,22414,18652,1,190.9
667,15420,28348,1,89.0
668,20177,10438,1,129.9
669,42045,16467,1,139.9
670,16174,31656,1,132.9
671,14343,19927,1,359.98
672,14343,19927,1,359.98
673,6112,29543,1,209.99
674,41694,16904,1,154.9
675,4496,20417,1,44.0
676,75284,30300,1,195.0
677,24315,2772,1,97.9
678,30725,15564,1,49.9
679,30119,20537,1,579.99
680,16117,8531,1,59.99
681,65199,25993,1,399.9
682,70521,25786,1,42.9
683,807,22691,1,320.0
684,20947,11534,1,159.9
685,98842,13434,1,133.9
686,50544,3333,1,148.0
687,31256,2944,1,56.99
688,97684,27750,1,47.65
689,48135,1439,1,93.0
690,74769,6492,1,349.99
691,72710,14200,1,75.9
692,73676,21090,1,109.9
693,62357,21837,1,99.99
694,96065,21695,1,35.0
695,96065,21695,1,35.0
696,15742,30527,1,249.99
697,14097,10925,1,152.0
698,32192,19388,1,79.9
699,15929,5425,1,138.0
700,28390,9543,1,51.0
701,81364,15658,1,738.9
702,64543,27767,1,69.9
703,57603,21335,1,579.0
704,57603,21335,1,579.0
705,57603,21335,1,579.0
706,71926,7538,1,79.9
707,16880,12318,1,139.99
708,52381,11821,1,149.94
709,17450,24393,1,299.99
710,67801,2746,1,168.8
711,98906,4182,1,12.9
712,62716,27394,1,199.9
713,62716,12729,1,187.2
714,41811,814,1,34.99
715,119,1122,1,42.9
716,42042,30893,1,69.99
717,42042,30893,1,69.99
718,92829,19968,1,39.0
719,11320,22146,1,109.9
720,26615,7023,1,12.88
721,18815,13118,1,309.9
722,40047,28595,1,39.0
723,72283,8929,1,84.99
724,28102,4784,1,465.0
725,14142,10240,1,139.77
726,19881,24604,1,84.9
727,19881,24604,1,84.9
728,84034,7279,1,109.99
729,79612,8910,1,150.0
730,73210,16896,1,49.99
731,73210,17654,1,59.0
732,9315,4599,1,59.0
733,25615,16095,1,99.9
734,45782,3342,1,79.9
735,68877,30960,1,104.9
736,92879,24392,1,68.9
737,76168,4898,1,110.0
738,59432,5955,1,25.89
739,76497,6060,1,39.9
740,91751,4379,1,52.9
741,9993,9193,1,29.99
742,73674,15740,1,46.55
743,68277,8318,1,629.9
744,21499,29024,1,120.9
745,31090,6039,1,109.9
746,21989,2659,1,44.6
747,90684,28611,1,192.97
748,90684,28611,1,192.97
749,90684,28611,1,192.97
750,83192,6486,1,59.9
751,83192,6486,1,59.9
752,44272,21497,1,57.49
753,75689,26087,1,158.0
754,75027,23628,1,39.9
755,73245,15561,1,101.99
756,52767,32634,1,25.0
757,62747,13998,1,21.99
758,62747,13998,1,21.99
759,4508,27263,1,359.0
760,16157,28038,1,157.77
761,30866,9662,1,89.9
762,30866,9662,1,89.9
763,61948,30294,1,53.9
764,13739,4675,1,15.9
765,70916,19777,1,339.99
766,6151,28179,1,13.47
767,20016,27914,1,103.99
768,81454,24033,1,109.9
769,77197,23490,1,59.9
770,78373,31792,1,17.9
771,84822,29575,1,59.99
772,12287,3262,1,239.99
773,77353,6621,1,70.9
774,74486,25906,1,78.9
775,90439,28775,1,35.89
776,4902,14052,1,49.0
777,58864,12660,1,16.9
778,26845,13310,1,274.95
779,43535,29009,1,59.9
780,11749,3232,1,19.99
781,59166,16862,1,89.0
782,70344,6375,1,398.0
783,70344,6375,1,398.0
784,9914,14058,1,106.9
785,28045,2199,1,24.89
786,89503,4176,1,44.9
787,17486,24505,1,89.0
788,17486,24505,1,89.0
789,66028,30230,1,60.0
790,66028,16968,1,36.23
791,54514,2054,1,79.0
792,97762,28928,1,73.0
793,41225,24056,1,109.9
794,79150,8635,1,18.9
795,76544,1087,1,329.9
796,18328,32172,1,17.9
797,95129,8740,1,75.0
798,91463,1436,1,219.9
799,48318,2991,1,34.0
800,72398,14142,1,114.94
801,57568,21970,1,13.65
802,38158,3516,1,52.0
803,20098,28389,1,229.9
804,96427,1817,1,147.2
805,38094,25886,1,75.0
806,54636,15634,1,48.9
807,11076,17982,1,151.99
808,27129,30432,1,69.9
809,50911,27832,1,28.9
810,94464,32474,1,149.9
811,76870,19118,1,79.9
812,54213,21688,1,92.65
813,54213,21688,1,92.65
814,86606,1329,1,150.0
815,57903,32210,1,119.99
816,19829,1296,1,33.6
817,71317,48,1,39.9
818,71317,48,1,39.9
819,59629,22965,1,169.99
820,16304,24626,1,16.0
821,29231,25919,1,118.9
822,34985,5270,1,51.4
823,52667,8362,1,184.99
824,57856,13342,1,76.1
825,90033,28844,1,98.0
826,33778,9458,1,49.9
827,33778,9458,1,49.9
828,7594,19361,1,55.0
829,64931,10074,1,19.0
830,63451,2918,1,24.98
831,97177,5126,1,48.99
832,37855,18542,1,19.9
833,37855,18542,1,19.9
834,30541,19921,1,138.0
835,80079,25994,1,27.3
836,60722,290,1,45.9
837,6455,1564,1,99.9
838,78794,26079,1,285.9
839,42031,2740,1,46.3
840,77567,2089,1,135.9
841,83740,17983,1,55.0
842,74614,6449,1,32.9
843,18215,6350,1,114.6
844,70004,22489,1,47.9
845,35477,20572,1,78.0
846,54202,25921,1,165.0
847,49085,31468,1,120.0
848,85457,10642,1,59.9
849,71913,13191,1,99.0
850,19720,30739,1,59.9
851,50468,30172,1,41.95
852,72226,23647,1,199.9
853,44897,3,1,79.8
854,37793,16152,1,330.0
855,47487,15669,1,69.9
856,77863,21997,1,29.9
857,81815,20502,1,48.65
858,31542,28709,1,39.9
859,5371,11707,1,113.89
860,33386,27495,1,195.0
861,17592,9982,1,49.95
862,67497,6336,1,29.9
863,67648,5915,1,72.9
864,13161,29132,1,38.5
865,39142,20533,1,106.0
866,58194,3999,1,1240.0
867,57804,13770,1,105.0
868,50498,16857,1,24.99
869,48735,290,1,39.9
870,45397,14052,1,49.0
871,45397,14052,1,49.0
872,61290,20316,1,39.99
873,93764,16429,1,28.9
874,42713,2279,1,1799.0
875,87246,31020,1,56.99
876,97395,186,1,59.9
877,33735,27156,1,12.67
878,67543,9202,1,18.9
879,85816,18760,1,27.9
880,31317,21084,1,98.8
881,29913,7651,1,29.99
882,54541,29269,1,72.6
883,62525,9408,1,139.94
884,85619,9685,1,284.8
885,57829,24608,1,199.0
886,64741,24884,1,125.0
887,97855,23177,1,32.0
888,99059,31715,1,149.0
889,28175,14395,1,59.99
890,25847,23964,1,13.3
891,12869,29177,1,84.9
892,67905,11374,1,329.0
893,96926,11548,1,83.9
894,32936,1227,1,559.99
895,9990,7800,1,109.0
896,9990,7800,1,109.0
897,9990,7800,1,109.0
898,93354,3897,1,25.0
899,51255,6966,1,38.4
900,51255,6966,1,38.4
901,14518,9648,1,109.9
902,24345,14142,1,129.96
903,13172,20111,1,59.9
904,80472,8726,1,76.9
905,30326,32046,1,99.9
906,80405,32366,1,133.0
907,80405,32366,1,133.0
908,71698,10670,1,34.9
909,94886,20078,1,249.99
910,94886,20078,1,249.99
911,57857,28461,1,179.49
912,68625,26624,1,51.5
913,26538,31254,1,84.99
914,98846,13104,1,479.0
915,78841,15114,1,38.4
916,78841,15114,1,38.4
917,78841,15114,1,38.4
918,44621,9982,1,49.95
919,14354,8155,1,24.99
920,46030,30003,1,31.9
921,48450,25626,1,32.0
922,94431,12105,1,70.0
923,40035,14395,1,59.99
924,69018,7242,1,22.9
925,61665,580,1,49.9
926,85274,16687,1,989.0
927,16753,5746,1,45.97
928,93179,29600,1,40.75
929,97004,11464,1,99.9
930,98990,15562,1,99.9
931,85534,15035,1,67.99
932,19340,21689,1,92.0
933,13457,18931,1,45.0
934,76938,24921,1,99.0
935,89139,22110,1,57.2
936,10690,5823,1,89.99
937,78308,24896,1,29.9
938,58001,32308,1,24.9
939,3370,15607,1,76.49
940,19867,2772,1,103.9
941,72668,5676,1,550.0
942,88915,11630,1,149.99
943,33635,6836,1,32.99
944,16323,28845,1,119.0
945,26836,13750,1,35.9
946,43928,2528,1,89.0
947,17270,13876,1,146.99
948,80585,13283,1,50.0
949,78113,15546,1,59.0
950,92094,7279,1,109.99
951,92094,12584,1,38.9
952,92094,13937,1,109.9
953,81081,23236,1,259.99
954,13349,32028,1,59.0
955,29356,32685,1,69.0
956,48198,13329,1,89.99
957,8518,32147,1,79.0
958,8518,18445,1,99.0
959,98229,26045,1,149.9
960,63296,22396,1,139.9
961,40149,5370,1,12.25
962,79526,4194,1,46.9
963,97576,16159,1,99.0
964,94614,5362,1,48.9
965,30488,31154,1,69.49
966,95510,7465,1,149.0
967,30071,5739,1,129.0
968,39337,21396,1,84.0
969,27274,29261,1,169.99
970,4988,12649,1,119.9
971,37816,9815,1,73.9
972,8018,21987,1,17.9
973,8018,1730,1,17.9
974,65470,31476,1,279.9
975,65470,30968,1,329.9
976,65470,24670,1,119.9
977,65470,18819,1,119.9
978,73446,31369,1,349.99
979,44839,14402,1,110.0
980,71115,3803,1,27.9
981,94414,3457,1,45.9
982,23878,31468,1,89.99
983,34561,29130,1,149.9
984,75946,24225,1,177.65
985,40002,19486,1,27.99
986,35827,11482,1,79.98
987,66127,26583,1,349.9
988,13330,26830,1,29.99
989,13330,26830,1,29.99
990,9214,8531,1,59.99
991,18347,23684,1,56.99
992,18347,23684,1,56.99
993,87165,22584,1,89.0
994,16640,1465,1,49.0
995,65448,3675,1,146.94
996,65448,3675,1,146.94
997,19859,13177,1,36.2
998,26080,27035,1,509.0
999,36658,27824,1,89.99
1000,61891,21860,1,59.9
